t,RC,Vin,Vout
3.133133133133133,1,-1,0.3000017022892343
3.143143143143143,1,-1,0.28705358605239534
3.153153153153153,1,-1,0.2742344340408909
3.163163163163163,1,-1,0.26154296170703933
3.173173173173173,1,-1,0.2489778972776173
3.183183183183183,1,-1,0.23653798173259913
3.193193193193193,1,-1,0.224221968685879
3.203203203203203,1,-1,0.21202862405219994
3.2132132132132134,1,-1,0.19995672603800368
3.2232232232232234,1,-1,0.18800506502178188
3.2332332332332334,1,-1,0.176172443434986
3.2432432432432434,1,-1,0.16445767564452501
3.2532532532532534,1,-1,0.15285958783684286
3.2632632632632634,1,-1,0.1413770179035791
3.2732732732732734,1,-1,0.13000881532011965
3.2832832832832834,1,-1,0.11875384086610268
3.2932932932932935,1,-1,0.10761096671695226
3.3033033033033035,1,-1,0.09657907633893961
3.3133133133133135,1,-1,0.08565706432924308
3.3233233233233235,1,-1,0.07484383630832597
3.3333333333333335,1,-1,0.0641383088137708
3.3433433433433435,1,-1,0.05353940919556998
3.3533533533533535,1,-1,0.04304607551287291
3.3633633633633635,1,-1,0.0326572564321896
3.3733733733733735,1,-1,0.022371911027549055
3.3833833833833835,1,-1,0.012189008442237387
3.3933933933933935,1,-1,0.0021075283071087386
3.4034034034034035,1,-1,-0.007873539556074782
3.4134134134134135,1,-1,-0.017755195259562186
3.4234234234234235,1,-1,-0.0275384289482734
3.4334334334334335,1,-1,-0.03722422089725272
3.4434434434434436,1,-1,-0.0468135416079158
3.4534534534534536,1,-1,-0.05630735190309027
3.4634634634634636,1,-1,-0.06570660302089701
3.4734734734734736,1,-1,-0.07501223682657167
3.4834834834834836,1,-1,-0.0842251858433974
3.4934934934934936,1,-1,-0.09334637322315884
3.5035035035035036,1,-1,-0.10237671291958239
3.5135135135135136,1,-1,-0.11131710977864677
3.5235235235235236,1,-1,-0.1201684596278022
3.5335335335335336,1,-1,-0.12893164936409843
3.5435435435435436,1,-1,-0.13760755704122143
3.5535535535535536,1,-1,-0.14619705195543897
3.5635635635635636,1,-1,-0.15470099474508775
3.5735735735735736,1,-1,-0.16312023761196517
3.5835835835835836,1,-1,-0.1714556242081284
3.5935935935935936,1,-1,-0.17970798975083188
3.6036036036036037,1,-1,-0.18787816113520164
3.6136136136136137,1,-1,-0.19596695701593211
3.6236236236236237,1,-1,-0.20397518788799493
3.6336336336336337,1,-1,-0.21190365616636075
3.6436436436436437,1,-1,-0.21975315626473324
3.6536536536536537,1,-1,-0.22752447467329578
3.6636636636636637,1,-1,-0.23521839007839523
3.6736736736736737,1,-1,-0.24283567353113672
3.6836836836836837,1,-1,-0.250377088284562
3.6936936936936937,1,-1,-0.2578433899992899
3.7037037037037037,1,-1,-0.26523532680571277
3.7137137137137137,1,-1,-0.272553639378052
3.7237237237237237,1,-1,-0.2797990610074615
3.7337337337337337,1,-1,-0.2869723176741885
3.7437437437437437,1,-1,-0.29407412811880096
3.7537537537537538,1,-1,-0.3011052039142633
3.7637637637637638,1,-1,-0.30806624966188945
3.7737737737737738,1,-1,-0.3149579629360121
3.7837837837837838,1,-1,-0.3217810342997224
3.793793793793794,1,-1,-0.3285361474346183
3.803803803803804,1,-1,-0.33522397920835123
3.813813813813814,1,-1,-0.3418451997414146
3.823823823823824,1,-1,-0.3484004724731856
3.833833833833834,1,-1,-0.35489045422723403
3.843843843843844,1,-1,-0.3613157952759088
3.853853853853854,1,-1,-0.36767713940421687
3.863863863863864,1,-1,-0.37397512397300514
3.873873873873874,1,-1,-0.3802103799814589
3.883883883883884,1,-1,-0.3863835321314466
3.893893893893894,1,-1,-0.39249519898777874
3.903903903903904,1,-1,-0.39854599305668
3.913913913913914,1,-1,-0.404536520865371
3.923923923923924,1,-1,-0.41046738283586753
3.933933933933934,1,-1,-0.4163391731472446
3.943943943943944,1,-1,-0.42215247996805416
3.953953953953954,1,-1,-0.42790788551266545
3.963963963963964,1,-1,-0.4336059666290346
3.973973973973974,1,-1,-0.4392472943703934
3.983983983983984,1,-1,-0.44483243427336083
3.993993993993994,1,-1,-0.45036194573423416
4.004004004004004,1,1,-0.4478443829829985
4.014014014014014,1,1,-0.43342374200870615
4.024024024024024,1,1,-0.41914673171678507
4.034034034034034,1,1,-0.40501192154435944
4.044044044044044,1,1,-0.3910178951735892
4.054054054054054,1,1,-0.3771632503757886
4.064064064064064,1,1,-0.3634465989000606
4.074074074074074,1,1,-0.3498665663230777
4.084084084084084,1,1,-0.3364217919101993
4.094094094094094,1,1,-0.32311092848025774
4.104104104104104,1,1,-0.30993264227002537
4.114114114114114,1,1,-0.29688561279988246
4.124124124124124,1,1,-0.28396853274286465
4.134134134134134,1,1,-0.27118010779525226
4.1441441441441444,1,1,-0.25851905660169106
4.1541541541541545,1,1,-0.24598411055131422
4.1641641641641645,1,1,-0.23357401364193497
4.1741741741741745,1,1,-0.22128752236956645
4.1841841841841845,1,1,-0.209123405599753
4.1941941941941945,1,1,-0.1970804444402956
4.2042042042042045,1,1,-0.18515743211537142
4.2142142142142145,1,1,-0.17335317384104817
4.2242242242242245,1,1,-0.16166648670219244
4.2342342342342345,1,1,-0.15009619956552378
4.2442442442442445,1,1,-0.13864115327815318
4.2542542542542545,1,1,-0.1273002000879279
4.2642642642642645,1,1,-0.11607220360745243
4.2742742742742745,1,1,-0.10495603877210269
4.2842842842842845,1,1,-0.09395059173027633
4.2942942942942945,1,1,-0.0830547597352577
4.3043043043043046,1,1,-0.07226745103869694
4.314314314314315,1,1,-0.06158758478570351
4.324324324324325,1,1,-0.05101409091155381
4.334334334334335,1,1,-0.04054590998338341
4.344344344344345,1,1,-0.03018199284802736
4.354354354354355,1,1,-0.019921300977673126
4.364364364364365,1,1,-0.009762806235785723
4.374374374374375,1,1,0.00029450925978428966
4.384384384384385,1,1,0.010251653234838405
4.394394394394395,1,1,0.020109623355448233
4.404404404404405,1,1,0.02986940732315394
4.414414414414415,1,1,0.039531982968743044
4.424424424424425,1,1,0.04909831834460963
4.434434434434435,1,1,0.05856937195717325
4.444444444444445,1,1,0.06794609315390668
4.454454454454455,1,1,0.07722942152882217
4.464464464464465,1,1,0.0864202872851205
4.474474474474475,1,1,0.09551961135669518
4.484484484484485,1,1,0.10452830549890228
4.494494494494495,1,1,0.11344727237821313
4.504504504504505,1,1,0.12227740566074997
4.514514514514515,1,1,0.13101959009970468
4.524524524524525,1,1,0.13967470162164036
4.534534534534535,1,1,0.1482436074869316
4.544544544544545,1,1,0.15672716642898207
4.554554554554555,1,1,0.16512622851841327
4.564564564564565,1,1,0.1734416353521744
4.574574574574575,1,1,0.1816742201403798
4.584584584584585,1,1,0.18982480778841876
4.594594594594595,1,1,0.19789421497805787
4.604604604604605,1,1,0.20588325024753484
4.614614614614615,1,1,0.21379271407064454
4.624624624624625,1,1,0.22162339893481706
4.634634634634635,1,1,0.22937608951499128
4.644644644644645,1,1,0.23705156273498776
4.654654654654655,1,1,0.24465058768943923
4.664664664664665,1,1,0.2521739258097535
4.674674674674675,1,1,0.25962233093967685
4.684684684684685,1,1,0.26699654940965556
4.694694694694695,1,1,0.27429732011029057
4.704704704704705,1,1,0.2815253745648846
4.714714714714715,1,1,0.28868143700108173
4.724724724724725,1,1,0.2957662244075909
4.734734734734735,1,1,0.30278044677548116
4.744744744744745,1,1,0.30972480697547905
4.754754754754755,1,1,0.31660000084501844
4.764764764764765,1,1,0.3234067172877902
4.774774774774775,1,1,0.33014563834204613
